race_id,office,state,district,baseline_pres,baseline_shave,expected_swing,incumbent_party,scandal,incumbency_factor,candidate_quality,spending_effect,tier,last_updated,notes
PA-15,House,PA,15,38,,-9.65,R,0,1.4,0,0,2,2026-08-13,Need to update in September
PA-16,House,PA,16,22.8,,-9.65,R,0,0.7,0,0,2,2026-08-13,Need to update in September
PA-17,House,PA,17,-5.5,,-3.86,D,0,-1.8,0,0,2,2026-08-13,Need to update in September
RI-01,House,RI,01,-22,,-3.86,D,0,-6.3,0,0,2,2026-08-13,Need to update in September
RI-02,House,RI,02,-6.8,,-3.86,D,0,-5.8,0,0,2,2026-08-13,Need to update in September
SC-02,House,SC,02,13.9,,-9.65,R,0,1.1,0,0,2,2026-08-13,Need to update in September
SC-03,House,SC,03,43.1,,-9.65,R,0,4.7,0,0,2,2026-08-13,Need to update in September
SC-04,House,SC,04,23.6,,-9.65,R,0,-4.4,0,0,2,2026-08-13,Need to update in September
SC-05,House,SC,05,22.8,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
SC-06,House,SC,06,-22.8,,-3.86,D,0,3,0,0,2,2026-08-13,Need to update in September
SC-07,House,SC,07,26.3,,-9.65,R,0,1.4,0,0,2,2026-08-13,Need to update in September
SD-01,House,SD,01,29.2,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TN-01,House,TN,01,57.8,,-9.65,R,0,-0.5,0,0,2,2026-08-13,Need to update in September
TN-02,House,TN,02,33.8,,-9.65,R,0,1.5,0,0,2,2026-08-13,Need to update in September
TN-03,House,TN,03,35.7,,-9.65,R,0,-0.6,0,0,2,2026-08-13,Need to update in September
TN-04,House,TN,04,23.9,,-9.65,R,0,-1,0,0,2,2026-08-13,Need to update in September
TN-05,House,TN,05,23.1,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TN-06,House,TN,06,26.5,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TN-07,House,TN,07,22.4,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
TN-08,House,TN,08,20.2,,-9.65,R,0,1.8,0,0,2,2026-08-13,Need to update in September
TX-01,House,TX,01,49.5,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
TX-02,House,TX,02,22.9,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TX-03,House,TX,03,23.3,,-9.65,R,0,1,0,0,2,2026-08-13,Need to update in September
TX-04,House,TX,04,24.6,,-9.65,R,0,0.5,0,0,2,2026-08-13,Need to update in September
TX-05,House,TX,05,21.5,,-9.65,R,0,-2.3,0,0,2,2026-08-13,Need to update in September
TX-06,House,TX,06,22.9,,-9.65,R,0,-2.1,0,0,2,2026-08-13,Need to update in September
TX-07,House,TX,07,-23.5,,-3.86,D,0,2.5,0,0,2,2026-08-13,Need to update in September
TX-08,House,TX,08,27.7,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TX-10,House,TX,10,22.6,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TX-11,House,TX,11,34.3,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
TX-12,House,TX,12,23.8,,-9.65,R,0,2.2,0,0,2,2026-08-13,Need to update in September
TX-13,House,TX,13,46.1,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
TX-14,House,TX,14,24.2,,-9.65,R,0,-0.5,0,0,2,2026-08-13,Need to update in September
TX-16,House,TX,16,-16.3,,-3.86,D,0,4,0,0,2,2026-08-13,Need to update in September
TX-17,House,TX,17,21.6,,-9.65,R,0,0.7,0,0,2,2026-08-13,Need to update in September
TX-18,House,TX,18,-54.9,,-3.86,D,0,-2.5,0,0,2,2026-08-13,Need to update in September
TX-19,House,TX,19,51.6,,-9.65,Open - R,0,2.5,0,0,2,2026-08-13,Need to update in September
TX-20,House,TX,20,-28.5,,-3.86,D,0,-2.5,0,0,2,2026-08-13,Need to update in September
TX-21,House,TX,21,21.8,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TX-22,House,TX,22,22.1,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
TX-25,House,TX,25,24,,-9.65,R,0,-0.6,0,0,2,2026-08-13,Need to update in September
TX-26,House,TX,26,23.8,,-9.65,R,0,1.8,0,0,2,2026-08-13,Need to update in September
TX-27,House,TX,27,21.2,,-9.65,R,0,-0.8,0,0,2,2026-08-13,Need to update in September
TX-29,House,TX,29,-30.4,,-3.86,D,0,-4.7,0,0,2,2026-08-13,Need to update in September
TX-30,House,TX,30,-47,,-3.86,Open,0,0,0,0,2,2026-08-13,Need to update in September
TX-31,House,TX,31,21.8,,-9.65,R,0,1.2,0,0,2,2026-08-13,Need to update in September
TX-33,House,TX,33,-32.6,,-3.86,Open - D,0,0,-2.5,0,2,2026-08-13,Need to update in September
TX-36,House,TX,36,24.9,,-9.65,R,0,-1.8,0,0,2,2026-08-13,Need to update in September
TX-37,House,TX,37,-56.2,,-3.86,D,0,-0.7,0,0,2,2026-08-13,Need to update in September
TX-38,House,TX,38,20.9,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
UT-02,House,UT,02,28.9,,-9.65,R,0,5.4,0,0,2,2026-08-13,Need to update in September
UT-03,House,UT,03,41.3,,-9.65,R,0,-0.4,0,0,2,2026-08-13,Need to update in September
UT-04,House,UT,04,32.5,,-9.65,R,0,10.5,0,0,2,2026-08-13,Need to update in September
VT-01,House,VT,01,-31.5,,-3.86,D,0,-0.3,0,0,2,2026-08-13,Need to update in September
VA-03,House,VA,03,-34.6,,-3.86,D,0,-3.2,0,0,2,2026-08-13,Need to update in September
VA-04,House,VA,04,-32.6,,-3.86,D,0,0.9,0,0,2,2026-08-13,Need to update in September
VA-06,House,VA,06,24,,-9.65,R,0,1.1,0,0,2,2026-08-13,Need to update in September
VA-08,House,VA,08,-49.2,,-3.86,D,0,3.8,0,0,2,2026-08-13,Need to update in September
VA-09,House,VA,09,43.9,,-9.65,R,0,-1.4,0,0,2,2026-08-13,Need to update in September
VA-10,House,VA,10,-8.3,,-3.86,D,0,5.1,0,0,2,2026-08-13,Need to update in September
VA-11,House,VA,11,-34,,-3.86,D,0,-2.5,0,0,2,2026-08-13,Need to update in September
WA-01,House,WA,01,-28.5,,-3.86,D,0,4.9,0,0,2,2026-08-13,Need to update in September
WA-02,House,WA,02,-23.5,,-3.86,D,0,-2.2,0,0,2,2026-08-13,Need to update in September
WA-04,House,WA,04,20.6,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
WA-06,House,WA,06,-19.1,,-3.86,D,0,3.9,0,0,2,2026-08-13,Need to update in September
WA-07,House,WA,07,-74.5,,-3.86,D,0,9.1,0,0,2,2026-08-13,Need to update in September
WA-08,House,WA,08,-5.7,,-3.86,D,0,-0.7,0,0,2,2026-08-13,Need to update in September
WA-09,House,WA,09,-40.9,,-3.86,D,0,-2.5,0,0,2,2026-08-13,Need to update in September
WA-10,House,WA,10,-17.9,,-3.86,D,0,3.1,0,0,2,2026-08-13,Need to update in September
WV-01,House,WV,01,44.4,,-9.65,R,0,-3.2,0,0,2,2026-08-13,Need to update in September
WV-02,House,WV,02,39.6,,-9.65,R,0,2.2,0,0,2,2026-08-13,Need to update in September
WI-02,House,WI,02,-40.1,,-3.86,D,0,0.8,0,0,2,2026-08-13,Need to update in September
WI-04,House,WI,04,-51.4,,-3.86,D,0,-1,0,0,2,2026-08-13,Need to update in September
WI-05,House,WI,05,22.1,,-9.65,R,0,1,0,0,2,2026-08-13,Need to update in September
WI-06,House,WI,06,16.5,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
WI-07,House,WI,07,22.5,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
WY-01,House,WY,01,45.8,,-9.65,Open - R,0,0,0,0,2,2026-08-13,Need to update in September
AL-01,House,AL,01,35.9,,-9.65,Open,0,0,0,0,2,2026-08-13,Need to update in September
AL-02,House,AL,02,14.3,,-9.65,D,0,-2.2,0,0,2,2026-08-13,Need to update in September
AL-03,House,AL,03,46.5,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
AL-04,House,AL,04,66.3,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
AL-05,House,AL,05,29,,-9.65,R,0,2.5,0,0,2,2026-08-13,Need to update in September
AL-06,House,AL,06,34.2,,-9.65,R,0,-4.5,0,0,2,2026-08-13,Need to update in September
AL-07,House,AL,07,-17.8,,-3.86,D,0,0.2,0,0,2,2026-08-13,Need to update in September
